User_ID,Name,Age,Device,Duration,Content_ID,Content_Type,Category,Type,Sentiment,Score,date,time
4c731e48-0377-4d7d-b4c8-b2174b774ed8,Gary Hill,41,Microsoft,11,4b582733-141e-488f-8d02-3c4b149815a5,photo,fitness,want,positive,70.0,2021-02-19,22:47:00
4c731e48-0377-4d7d-b4c8-b2174b774ed8,Gary Hill,41,Microsoft,11,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,disgust,negative,0.0,2020-11-25,01:40:00
4c731e48-0377-4d7d-b4c8-b2174b774ed8,Gary Hill,41,Microsoft,11,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,disgust,negative,0.0,2020-06-26,09:34:00
4c731e48-0377-4d7d-b4c8-b2174b774ed8,Gary Hill,41,Microsoft,11,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,disgust,negative,0.0,2020-11-03,11:55:00
4c731e48-0377-4d7d-b4c8-b2174b774ed8,Gary Hill,41,Microsoft,11,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,disgust,negative,0.0,2020-11-24,21:06:00
4c731e48-0377-4d7d-b4c8-b2174b774ed8,Gary Hill,41,Microsoft,11,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,scared,negative,15.0,2021-05-01,21:53:00
4c731e48-0377-4d7d-b4c8-b2174b774ed8,Gary Hill,41,Microsoft,11,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,scared,negative,15.0,2021-05-02,01:36:00
4c731e48-0377-4d7d-b4c8-b2174b774ed8,Gary Hill,41,Microsoft,11,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,interested,positive,30.0,2021-01-01,17:06:00
4c731e48-0377-4d7d-b4c8-b2174b774ed8,Gary Hill,41,Microsoft,11,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,cherish,positive,70.0,2021-05-25,10:06:00
4c731e48-0377-4d7d-b4c8-b2174b774ed8,Gary Hill,41,Microsoft,11,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,cherish,positive,70.0,2020-12-09,04:55:00
4c731e48-0377-4d7d-b4c8-b2174b774ed8,Gary Hill,41,Microsoft,11,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,cherish,positive,70.0,2021-05-24,17:09:00
4c731e48-0377-4d7d-b4c8-b2174b774ed8,Gary Hill,41,Microsoft,11,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,cherish,positive,70.0,2021-02-24,21:09:00
4c731e48-0377-4d7d-b4c8-b2174b774ed8,Gary Hill,41,Microsoft,11,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,cherish,positive,70.0,2021-05-30,06:42:00
4c731e48-0377-4d7d-b4c8-b2174b774ed8,Gary Hill,41,Microsoft,11,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,hate,negative,5.0,2020-08-01,11:03:00
4c731e48-0377-4d7d-b4c8-b2174b774ed8,Gary Hill,41,Microsoft,11,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,hate,negative,5.0,2021-02-20,06:13:00
4c731e48-0377-4d7d-b4c8-b2174b774ed8,Gary Hill,41,Microsoft,11,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,love,positive,65.0,2020-08-13,18:01:00
4c731e48-0377-4d7d-b4c8-b2174b774ed8,Gary Hill,41,Microsoft,11,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,indifferent,neutral,20.0,2021-04-05,20:27:00
4c731e48-0377-4d7d-b4c8-b2174b774ed8,Gary Hill,41,Microsoft,11,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,super love,positive,75.0,2021-06-04,17:17:00
4c731e48-0377-4d7d-b4c8-b2174b774ed8,Gary Hill,41,Microsoft,11,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,super love,positive,75.0,2020-12-26,15:26:00
4c731e48-0377-4d7d-b4c8-b2174b774ed8,Gary Hill,41,Microsoft,11,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,intrigued,positive,45.0,2020-07-16,11:31:00
4c731e48-0377-4d7d-b4c8-b2174b774ed8,Gary Hill,41,Microsoft,11,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,intrigued,positive,45.0,2020-12-13,08:07:00
4c731e48-0377-4d7d-b4c8-b2174b774ed8,Gary Hill,41,Microsoft,11,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,worried,negative,12.0,2021-04-28,01:20:00
4c731e48-0377-4d7d-b4c8-b2174b774ed8,Gary Hill,41,Microsoft,11,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,worried,negative,12.0,2020-11-26,13:04:00
4c731e48-0377-4d7d-b4c8-b2174b774ed8,Gary Hill,41,Microsoft,11,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,like,positive,50.0,2021-01-13,11:17:00
4c731e48-0377-4d7d-b4c8-b2174b774ed8,Gary Hill,41,Microsoft,11,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,heart,positive,60.0,2021-06-08,07:01:00
4c731e48-0377-4d7d-b4c8-b2174b774ed8,Gary Hill,41,Microsoft,11,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,heart,positive,60.0,2020-12-25,00:38:00
4c731e48-0377-4d7d-b4c8-b2174b774ed8,Gary Hill,41,Microsoft,11,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,heart,positive,60.0,2021-03-09,16:20:00
4c731e48-0377-4d7d-b4c8-b2174b774ed8,Gary Hill,41,Microsoft,11,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,heart,positive,60.0,2021-06-11,11:02:00
4c731e48-0377-4d7d-b4c8-b2174b774ed8,Gary Hill,41,Microsoft,11,674507f9-c555-4876-89c7-c06b6db561c0,audio,animals,want,positive,70.0,2021-04-22,05:45:00
95258c36-5b6b-4591-85ee-0c43f503c1d5,Michael Deering,23,Apple,51,8fa19e64-72ab-4cff-bc92-b8a057395043,photo,food,disgust,negative,0.0,2021-06-12,07:18:00
95258c36-5b6b-4591-85ee-0c43f503c1d5,Michael Deering,23,Apple,51,8fa19e64-72ab-4cff-bc92-b8a057395043,photo,food,interested,positive,30.0,2021-04-04,08:23:00
95258c36-5b6b-4591-85ee-0c43f503c1d5,Michael Deering,23,Apple,51,8fa19e64-72ab-4cff-bc92-b8a057395043,photo,food,cherish,positive,70.0,2021-03-18,20:23:00
95258c36-5b6b-4591-85ee-0c43f503c1d5,Michael Deering,23,Apple,51,8fa19e64-72ab-4cff-bc92-b8a057395043,photo,food,love,positive,65.0,2021-04-17,14:21:00
95258c36-5b6b-4591-85ee-0c43f503c1d5,Michael Deering,23,Apple,51,8fa19e64-72ab-4cff-bc92-b8a057395043,photo,food,intrigued,positive,45.0,2021-03-17,22:45:00
95258c36-5b6b-4591-85ee-0c43f503c1d5,Michael Deering,23,Apple,51,8fa19e64-72ab-4cff-bc92-b8a057395043,photo,food,intrigued,positive,45.0,2020-11-18,05:20:00
95258c36-5b6b-4591-85ee-0c43f503c1d5,Michael Deering,23,Apple,51,8fa19e64-72ab-4cff-bc92-b8a057395043,photo,food,adore,positive,72.0,2021-06-16,20:53:00
95258c36-5b6b-4591-85ee-0c43f503c1d5,Michael Deering,23,Apple,51,8fa19e64-72ab-4cff-bc92-b8a057395043,photo,food,adore,positive,72.0,2020-07-13,23:11:00
95258c36-5b6b-4591-85ee-0c43f503c1d5,Michael Deering,23,Apple,51,c13e7406-c610-4721-b80d-2b5ad533e90a,GIF,cooking,disgust,negative,0.0,2021-04-15,13:22:00
95258c36-5b6b-4591-85ee-0c43f503c1d5,Michael Deering,23,Apple,51,c13e7406-c610-4721-b80d-2b5ad533e90a,GIF,cooking,dislike,negative,10.0,2020-06-25,12:39:00
95258c36-5b6b-4591-85ee-0c43f503c1d5,Michael Deering,23,Apple,51,c13e7406-c610-4721-b80d-2b5ad533e90a,GIF,cooking,scared,negative,15.0,2021-06-11,03:59:00
95258c36-5b6b-4591-85ee-0c43f503c1d5,Michael Deering,23,Apple,51,c13e7406-c610-4721-b80d-2b5ad533e90a,GIF,cooking,scared,negative,15.0,2020-06-24,11:52:00
95258c36-5b6b-4591-85ee-0c43f503c1d5,Michael Deering,23,Apple,51,c13e7406-c610-4721-b80d-2b5ad533e90a,GIF,cooking,scared,negative,15.0,2020-10-29,20:51:00
95258c36-5b6b-4591-85ee-0c43f503c1d5,Michael Deering,23,Apple,51,c13e7406-c610-4721-b80d-2b5ad533e90a,GIF,cooking,scared,negative,15.0,2020-06-19,12:40:00
95258c36-5b6b-4591-85ee-0c43f503c1d5,Michael Deering,23,Apple,51,c13e7406-c610-4721-b80d-2b5ad533e90a,GIF,cooking,interested,positive,30.0,2021-05-13,07:38:00
95258c36-5b6b-4591-85ee-0c43f503c1d5,Michael Deering,23,Apple,51,c13e7406-c610-4721-b80d-2b5ad533e90a,GIF,cooking,interested,positive,30.0,2020-10-09,06:05:00
95258c36-5b6b-4591-85ee-0c43f503c1d5,Michael Deering,23,Apple,51,c13e7406-c610-4721-b80d-2b5ad533e90a,GIF,cooking,interested,positive,30.0,2021-01-22,22:46:00
95258c36-5b6b-4591-85ee-0c43f503c1d5,Michael Deering,23,Apple,51,c13e7406-c610-4721-b80d-2b5ad533e90a,GIF,cooking,interested,positive,30.0,2020-06-20,13:51:00
95258c36-5b6b-4591-85ee-0c43f503c1d5,Michael Deering,23,Apple,51,c13e7406-c610-4721-b80d-2b5ad533e90a,GIF,cooking,interested,positive,30.0,2021-03-04,23:39:00
95258c36-5b6b-4591-85ee-0c43f503c1d5,Michael Deering,23,Apple,51,c13e7406-c610-4721-b80d-2b5ad533e90a,GIF,cooking,peeking,neutral,35.0,2020-09-18,08:52:00
95258c36-5b6b-4591-85ee-0c43f503c1d5,Michael Deering,23,Apple,51,c13e7406-c610-4721-b80d-2b5ad533e90a,GIF,cooking,peeking,neutral,35.0,2020-09-14,07:08:00
95258c36-5b6b-4591-85ee-0c43f503c1d5,Michael Deering,23,Apple,51,c13e7406-c610-4721-b80d-2b5ad533e90a,GIF,cooking,hate,negative,5.0,2021-01-11,19:13:00
95258c36-5b6b-4591-85ee-0c43f503c1d5,Michael Deering,23,Apple,51,c13e7406-c610-4721-b80d-2b5ad533e90a,GIF,cooking,hate,negative,5.0,2020-12-25,06:16:00
95258c36-5b6b-4591-85ee-0c43f503c1d5,Michael Deering,23,Apple,51,c13e7406-c610-4721-b80d-2b5ad533e90a,GIF,cooking,love,positive,65.0,2020-08-19,16:21:00
95258c36-5b6b-4591-85ee-0c43f503c1d5,Michael Deering,23,Apple,51,c13e7406-c610-4721-b80d-2b5ad533e90a,GIF,cooking,love,positive,65.0,2020-12-12,22:32:00
95258c36-5b6b-4591-85ee-0c43f503c1d5,Michael Deering,23,Apple,51,c13e7406-c610-4721-b80d-2b5ad533e90a,GIF,cooking,worried,negative,12.0,2021-01-31,13:13:00
95258c36-5b6b-4591-85ee-0c43f503c1d5,Michael Deering,23,Apple,51,c13e7406-c610-4721-b80d-2b5ad533e90a,GIF,cooking,worried,negative,12.0,2021-06-17,15:57:00
95258c36-5b6b-4591-85ee-0c43f503c1d5,Michael Deering,23,Apple,51,c13e7406-c610-4721-b80d-2b5ad533e90a,GIF,cooking,like,positive,50.0,2021-03-21,10:39:00
95258c36-5b6b-4591-85ee-0c43f503c1d5,Michael Deering,23,Apple,51,c13e7406-c610-4721-b80d-2b5ad533e90a,GIF,cooking,like,positive,50.0,2021-02-11,09:16:00
95258c36-5b6b-4591-85ee-0c43f503c1d5,Michael Deering,23,Apple,51,c13e7406-c610-4721-b80d-2b5ad533e90a,GIF,cooking,like,positive,50.0,2020-11-17,12:59:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,audio,studying,disgust,negative,0.0,2020-10-16,11:13:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,audio,studying,disgust,negative,0.0,2021-04-19,22:07:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,audio,studying,dislike,negative,10.0,2021-05-16,11:02:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,audio,studying,dislike,negative,10.0,2020-11-06,17:58:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,audio,studying,scared,negative,15.0,2020-11-14,21:55:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,audio,studying,scared,negative,15.0,2021-04-01,16:51:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,audio,studying,cherish,positive,70.0,2020-07-18,19:15:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,audio,studying,cherish,positive,70.0,2021-03-05,07:37:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,audio,studying,cherish,positive,70.0,2021-05-31,22:45:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,audio,studying,cherish,positive,70.0,2021-02-08,03:06:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,audio,studying,cherish,positive,70.0,2021-04-29,08:27:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,audio,studying,hate,negative,5.0,2020-10-25,02:58:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,audio,studying,hate,negative,5.0,2020-06-21,13:38:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,audio,studying,hate,negative,5.0,2021-04-29,12:50:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,audio,studying,hate,negative,5.0,2021-01-01,03:12:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,audio,studying,love,positive,65.0,2021-01-17,14:52:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,audio,studying,love,positive,65.0,2020-07-19,22:06:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,audio,studying,indifferent,neutral,20.0,2020-07-05,19:55:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,audio,studying,indifferent,neutral,20.0,2020-10-21,23:24:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,audio,studying,super love,positive,75.0,2020-06-26,02:27:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,audio,studying,intrigued,positive,45.0,2020-12-27,11:22:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,audio,studying,worried,negative,12.0,2020-07-16,22:01:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,audio,studying,like,positive,50.0,2020-10-03,12:56:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,audio,studying,like,positive,50.0,2021-03-17,13:32:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,audio,studying,like,positive,50.0,2021-03-29,04:02:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,audio,studying,like,positive,50.0,2021-01-23,08:30:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,audio,studying,like,positive,50.0,2021-01-30,23:05:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,audio,studying,like,positive,50.0,2021-04-14,14:41:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,audio,studying,like,positive,50.0,2021-02-05,08:13:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,audio,studying,heart,positive,60.0,2020-11-29,20:35:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,audio,studying,want,positive,70.0,2020-11-23,10:14:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,audio,studying,want,positive,70.0,2020-07-24,06:50:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,audio,studying,want,positive,70.0,2020-11-30,01:50:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,audio,studying,adore,positive,72.0,2020-06-26,04:51:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,audio,studying,adore,positive,72.0,2020-09-18,08:24:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,audio,studying,adore,positive,72.0,2020-07-10,07:47:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,8204e4bd-c544-4a18-ac0d-6f5289957cdf,photo,dogs,scared,negative,15.0,2020-08-10,03:23:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,8204e4bd-c544-4a18-ac0d-6f5289957cdf,photo,dogs,scared,negative,15.0,2020-07-07,21:38:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,8204e4bd-c544-4a18-ac0d-6f5289957cdf,photo,dogs,scared,negative,15.0,2021-02-12,05:16:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,8204e4bd-c544-4a18-ac0d-6f5289957cdf,photo,dogs,interested,positive,30.0,2020-12-13,01:05:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,8204e4bd-c544-4a18-ac0d-6f5289957cdf,photo,dogs,peeking,neutral,35.0,2020-11-19,12:57:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,8204e4bd-c544-4a18-ac0d-6f5289957cdf,photo,dogs,cherish,positive,70.0,2020-11-05,09:40:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,8204e4bd-c544-4a18-ac0d-6f5289957cdf,photo,dogs,hate,negative,5.0,2020-11-23,07:52:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,8204e4bd-c544-4a18-ac0d-6f5289957cdf,photo,dogs,hate,negative,5.0,2021-02-05,19:06:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,8204e4bd-c544-4a18-ac0d-6f5289957cdf,photo,dogs,super love,positive,75.0,2021-03-21,16:53:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,8204e4bd-c544-4a18-ac0d-6f5289957cdf,photo,dogs,intrigued,positive,45.0,2021-01-13,11:31:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,8204e4bd-c544-4a18-ac0d-6f5289957cdf,photo,dogs,intrigued,positive,45.0,2021-05-17,21:21:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,8204e4bd-c544-4a18-ac0d-6f5289957cdf,photo,dogs,worried,negative,12.0,2021-02-09,16:23:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,8204e4bd-c544-4a18-ac0d-6f5289957cdf,photo,dogs,like,positive,50.0,2020-12-23,12:50:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,8204e4bd-c544-4a18-ac0d-6f5289957cdf,photo,dogs,like,positive,50.0,2020-11-29,12:33:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,8204e4bd-c544-4a18-ac0d-6f5289957cdf,photo,dogs,heart,positive,60.0,2021-04-30,19:17:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,8204e4bd-c544-4a18-ac0d-6f5289957cdf,photo,dogs,heart,positive,60.0,2021-05-28,01:19:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,8204e4bd-c544-4a18-ac0d-6f5289957cdf,photo,dogs,heart,positive,60.0,2020-10-09,04:15:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,8204e4bd-c544-4a18-ac0d-6f5289957cdf,photo,dogs,want,positive,70.0,2021-06-13,00:32:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,7ef17afb-ded2-4675-9800-2cf7fe58e6b1,audio,studying,disgust,negative,0.0,2020-10-03,01:27:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,7ef17afb-ded2-4675-9800-2cf7fe58e6b1,audio,studying,dislike,negative,10.0,2021-06-06,18:53:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,7ef17afb-ded2-4675-9800-2cf7fe58e6b1,audio,studying,scared,negative,15.0,2021-04-28,01:02:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,7ef17afb-ded2-4675-9800-2cf7fe58e6b1,audio,studying,cherish,positive,70.0,2021-06-04,03:37:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,7ef17afb-ded2-4675-9800-2cf7fe58e6b1,audio,studying,cherish,positive,70.0,2020-08-21,23:13:00
8f41c07f-db4f-44f3-ae81-1f99cee047eb,Kristi Mccarthy,2,Motorola,68,7ef17afb-ded2-4675-9800-2cf7fe58e6b1,audio,studying,hate,negative,5.0,2020-12-04,11:39:00
